CGNDB ID,Geographical Name,ISO Language Code,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
IAPTU,Kananaskis,und,Undetermined,,Hamlet,Populated Place,UNP,0cffd5c2849c20c344e9102ebbeddc4a,51.0761111,-115.1294444,31-24-8-W5,Alberta,250000,1956-11-02,AB-Ministry of Culture and Status of Women
IAPTV,Kananaskis Falls,und,Undetermined,,Falls,Water Feature,FALL,0c89a660849c20c3039998122cd4cc6b,51.0966667,-115.1144444,4-25-8-W5,Alberta,50000,1939-12-12,AB-Ministry of Culture and Status of Women
IATHN,Kananaskis Improvement District,und,Undetermined,,Improvement District,Administrative Area,MUN2,8a8ece36c6be11d892e2080020a0f4c9,51.0666667,-115.1166667,15-20-7-W5,Alberta,50000,2002-01-01,AB-Ministry of Culture and Status of Women
IAPTY,Kananaskis Range,und,Undetermined,,Range,Terrain Feature,MTN,0c89a6e4849c20c312bcc790b0e2d75d,50.8538889,-115.2647222,"20,22-9,10-W5",Alberta,250000,1924-03-31,AB-Ministry of Culture and Status of Women
IAPTZ,Kananaskis River,und,Undetermined,,River,Water Feature,RIV,0c89a6a2849c20c363c37272aa79f1d9,51.0961111,-115.0622222,24-8-W5,Alberta,1000000,1924-03-31,AB-Ministry of Culture and Status of Women
IATCS,Kananaskis Village,und,Undetermined,,Resort,Populated Place,UNP,0cc543ac849c20c30625de34744774e1,50.9155560,-115.1416700,35-22-9-W5,Alberta,50000,1992-01-22,AB-Ministry of Culture and Status of Women
IAPUA,Kane Glacier,und,Undetermined,,Glacier,Ice and Snow Feature,GLAC,42716e78ba3611d892e2080020a0f4c9,52.4061111,-118.1591667,40-2-W6,Alberta,250000,1983-07-15,AB-Ministry of Culture and Status of Women
IAPUC,Kangienos Lake,und,Undetermined,,Lake,Water Feature,LAKE,0cffd603849c20c37e1a15b93ee03d63,51.2405555,-114.9344444,26-7-W5,Alberta,250000,1956-11-02,AB-Ministry of Culture and Status of Women
IAPUG,Kapasiwin,und,Undetermined,,Summer Village,Populated Place,VILG,6b990ea2d05511d892e2080020a0f4c9,53.5441666,-114.4447222,31-52-3-W5,Alberta,250000,1995-01-01,AB-Ministry of Culture and Status of Women
IBAOZ,Kapawe'no 150B,und,Undetermined,,Indian Reserve,Administrative Area,IR,04fae033bbe311d892e2080020a0f4c9,55.5475000,-116.1522222,,Alberta,50000,2019-09-03,Indigenous Services Canada
IBAOV,Kapawe'no 150C,und,Undetermined,,Indian Reserve,Administrative Area,IR,0500d3a4bbe311d892e2080020a0f4c9,55.5941667,-116.1866667,,Alberta,50000,,Indigenous Services Canada
IBAOY,Kapawe'no 150D,und,Undetermined,,Indian Reserve,Administrative Area,IR,05073c45bbe311d892e2080020a0f4c9,55.6158333,-116.2688889,,Alberta,50000,2019-09-03,Indigenous Services Canada
IBAPA,Kapawe'no 229,und,Undetermined,,Indian Reserve,Administrative Area,IR,07f534adbbe311d892e2080020a0f4c9,55.5536546,-116.1323700,,Alberta,50000,2019-09-03,Indigenous Services Canada
IBAPB,Kapawe'no 230,und,Undetermined,,Indian Reserve,Administrative Area,IR,0802f04ebbe311d892e2080020a0f4c9,55.5291670,-116.1083300,,Alberta,50000,2019-09-03,Indigenous Services Canada
IBAOW,Kapawe'no 231,und,Undetermined,,Indian Reserve,Administrative Area,IR,082f095fbbe311d892e2080020a0f4c9,55.4850126,-115.3920458,,Alberta,50000,2017-02-06,Indigenous Services Canada
IBANV,Kapawe'no First Nation,und,Undetermined,,First Nation Administrative Location,Administrative Area,MUN2,66d10a1bb70b465ea20651b68251e20a,55.5486339,-116.1548627,,Alberta,50000,2023-09-14,Indigenous Services Canada
IAPUI,Karr Creek,und,Undetermined,,Creek,Water Feature,RIV,0c89a766849c20c337405412e9a349f7,54.5716667,-118.1683333,25-64-2-W6,Alberta,250000,1980-05-09,AB-Ministry of Culture and Status of Women
IACSH,Karr Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c8381e4849c20c31aadde309e821c5a,54.5383334,-118.2550000,"16,17-64-2-W6",Alberta,50000,1957-10-03,AB-Ministry of Culture and Status of Women
IAQSZ,Karst Springs,und,Undetermined,,Springs,Water Feature,SPRG,0cffe2ef849c20c342aaec3a9747830f,50.8441667,-115.4261111,2-22-11-W5,Alberta,50000,1984-09-12,AB-Ministry of Culture and Status of Women
IAPUJ,Kasha,und,Undetermined,,Locality,Populated Place,UNP,0c89a7a7849c20c34f23449ea9065ee3,52.4391667,-113.8444444,16-40-27-W4,Alberta,250000,1937-06-01,AB-Ministry of Culture and Status of Women
IAPUK,Kataka Mountain,und,Undetermined,,Mountain,Terrain Feature,MTN,3e20b1d7ba3611d892e2080020a0f4c9,52.8322222,-118.3966667,44-3-W6,Alberta,50000,1951-02-07,AB-Ministry of Culture and Status of Women
IAPUL,Katchemut Creek,crk,"nēhiyawēwin, Plains Cree",,Creek,Water Feature,RIV,0c89a828849c20c3cdb925871cdd9e9f,53.4036111,-112.6347222,18-51-18-W4,Alberta,250000,1950-05-02,AB-Ministry of Culture and Status of Women
IAPUN,Kathleen,und,Undetermined,,Hamlet,Populated Place,UNP,c64e5e9bd05211d892e2080020a0f4c9,55.6213889,-116.8361111,35-76-19-W5,Alberta,250000,1958-03-06,AB-Ministry of Culture and Status of Women
IAPUO,Kathryn Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89a869849c20c3d060ce2e28914845,54.7452778,-114.9083333,"66-6,7-W5",Alberta,250000,1958-01-16,AB-Ministry of Culture and Status of Women
IAPUP,Kathyrn,und,Undetermined,,Locality,Populated Place,UNP,0c89a8ea849c20c368ec6c8312c7e13b,51.2183333,-113.7083333,16-26-27-W4,Alberta,250000,1951-01-17,AB-Ministry of Culture and Status of Women
IAPUQ,Katrine Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89a8a9849c20c3e2a9ca3061382b6a,52.9194444,-118.0733333,45-1-W6,Alberta,50000,1951-02-07,AB-Ministry of Culture and Status of Women
IAPUR,Kaufmann Creek,und,Undetermined,,Creek,Water Feature,RIV,0c89a96e849c20c3cd67643e9d320188,51.9072222,-116.7161111,34-20-W5,Alberta,50000,1972-09-18,AB-Ministry of Culture and Status of Women
IAPUS,Kaufmann Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89a92c849c20c3093da887510b664c,51.8963889,-116.7313889,34-20-W5,Alberta,50000,1972-09-18,AB-Ministry of Culture and Status of Women
IAPUT,Kaufmann Peaks,und,Undetermined,,Peaks,Terrain Feature,MTN,0c89a9af849c20c337e184a0f38dc729,51.8794444,-116.7597222,33-20-W5,Alberta,250000,1920-04-06,AB-Ministry of Culture and Status of Women
IAPUU,Kavanagh,und,Undetermined,,Hamlet,Populated Place,UNP,0cffd644849c20c3871d90a3a8642b85,53.1822222,-113.5169444,36-48-25-W4,Alberta,250000,1950-05-02,AB-Ministry of Culture and Status of Women
IAQCT,Kaybob,und,Undetermined,,Railway Point,Populated Place,UNP,0c89c7a5849c20c3a63d763abe8b90b2,54.3411111,-116.8727778,1-62-20-W5,Alberta,250000,1974-01-18,AB-Ministry of Culture and Status of Women
IAQCX,Keane Creek,und,Undetermined,,Creek,Water Feature,RIV,0c89c827849c20c3f427841f4c340a88,58.4333334,-110.8969444,109-5-W4,Alberta,250000,1954-06-03,AB-Ministry of Culture and Status of Women
IAQCY,Kearl Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89c7e6849c20c340deef045e8f9371,57.2938889,-111.2380556,"95,96-8-W4",Alberta,250000,1950-06-02,AB-Ministry of Culture and Status of Women
IASYA,Keeblo Hill,und,Undetermined,,Hill,Terrain Feature,MTN,0cae3133849c20c34800c160c84a53f1,54.6955556,-118.7688889,12-66-6-W6,Alberta,50000,1991-09-23,AB-Ministry of Culture and Status of Women
IAQDA,Keephills,und,Undetermined,,Locality,Populated Place,UNP,88f5906fc6be11d892e2080020a0f4c9,53.4416667,-114.3494444,34-51-3-W5,Alberta,250000,1983-10-20,AB-Ministry of Culture and Status of Women
IAQDB,Keeping Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89c868849c20c3468610c2606f1f4f,55.4605555,-119.9361111,"74,75-13-W6",Alberta,50000,1947-10-07,AB-Ministry of Culture and Status of Women
IAQDD,Keg River,und,Undetermined,,Hamlet,Populated Place,UNP,0c89c8eb849c20c3d78eb8dec616adea,57.7880556,-117.8586111,21-101-24-W5,Alberta,250000,1944-10-27,AB-Ministry of Culture and Status of Women
IAQDE,Keg River,und,Undetermined,,Railway Point,Populated Place,UNP,0c89c8a9849c20c3ab3b9e8d4aa61aa6,57.7861111,-117.6638889,23-101-23-W5,Alberta,250000,1972-04-27,AB-Ministry of Culture and Status of Women
IAQDC,Keg River,und,Undetermined,,Locality,Populated Place,UNP,c1d4975ac6cd11d892e2080020a0f4c9,57.7500000,-117.6333300,1-101-23-W5,Alberta,250000,1972-04-27,AB-Ministry of Culture and Status of Women
IAQDF,Keg River,und,Undetermined,,River,Water Feature,RIV,0c89c92d849c20c32102e49ca2b47748,57.8950000,-117.1183333,"102-19,20-W5",Alberta,1000000,1944-10-27,AB-Ministry of Culture and Status of Women
IZAAT,Kehewin 123,und,Undetermined,,Indian Reserve,Administrative Area,IR,06eac97cbbe311d892e2080020a0f4c9,54.1063890,-110.8361110,16-59-6-W4,Alberta,250000,2004-06-23,Indigenous Services Canada
IBAOC,Kehewin Cree Nation,und,Undetermined,,First Nation Administrative Location,Administrative Area,MUN2,a4d0ac8f47154d239c8f17961aceedc2,54.1160884,-110.8570944,,Alberta,50000,2023-09-14,Indigenous Services Canada
IATYC,Kehewin Cree Nation,und,Undetermined,,Locality,Populated Place,UNP,a41a57bfc6cb11d892e2080020a0f4c9,54.0836110,-110.8327778,21-59-6-W4,Alberta,50000,2000-07-14,AB-Ministry of Culture and Status of Women
IAQDK,Kehiwin Creek,und,Undetermined,,Creek,Water Feature,RIV,0c89c96f849c20c39a7ddde61069465e,54.1436111,-111.0075000,32-59-7-W4,Alberta,250000,1950-07-06,AB-Ministry of Culture and Status of Women
IAQDM,Kehiwin Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89c9c6849c20c3f606aaa480550ebd,54.0561112,-110.9041667,"58,59-7-W4",Alberta,250000,1945-07-28,AB-Ministry of Culture and Status of Women
IAQDN,Keho Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89ca4b849c20c345152a9e15b93c3e,49.9477778,-113.0050000,"11-22,23-W4",Alberta,1000000,1939-12-12,AB-Ministry of Culture and Status of Women
IAQDO,Keith,und,Undetermined,,Locality,Populated Place,UNP,0c89ca09849c20c381f6b9a04866cdbb,51.1011111,-114.2363889,5-25-2-W5,Alberta,250000,1956-11-02,AB-Ministry of Culture and Status of Women
IAQTB,Keith Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89f5d4849c20c397ad14994b6d1b62,54.5363889,-111.1366667,15-64-8-W4,Alberta,250000,1951-02-07,AB-Ministry of Culture and Status of Women
IARCO,Keiver's Lake,und,Undetermined,,Lake,Water Feature,LAKE,0cffebbb849c20c3c4b7e3434bba99a8,51.6880555,-113.5547222,25-31-26-W4,Alberta,250000,1986-07-28,AB-Ministry of Culture and Status of Women
IASJD,Kelly Creek,und,Undetermined,,Creek,Water Feature,RIV,0cade216849c20c31eb24430016084d3,51.8383333,-114.9452777,21-33-7-W5,Alberta,250000,1991-10-03,AB-Ministry of Culture and Status of Women
IASKT,Kelly Lake,und,Undetermined,,Lake,Water Feature,LAKE,0cadece0849c20c380022d43ddec917c,57.7050000,-111.5427778,27-100-10-W4,Alberta,50000,1991-09-04,AB-Ministry of Culture and Status of Women
IAQDQ,Kelly Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89ca8b849c20c3fb904a1748ab45da,53.8733334,-114.8152778,27-56-6-W5,Alberta,250000,1950-04-06,AB-Ministry of Culture and Status of Women
IAQDR,Kelsey,und,Undetermined,,Locality,Populated Place,UNP,0c89cacc849c20c38dae66eb8baec8af,52.8458333,-112.5488889,4-45-18-W4,Alberta,250000,1955-01-20,AB-Ministry of Culture and Status of Women
IAQDU,Kemp River,und,Undetermined,,Locality,Populated Place,UNP,0c89cb0d849c20c383353d154f36c246,57.5441666,-117.4947222,34-98-22-W5,Alberta,250000,1962-01-15,AB-Ministry of Culture and Status of Women
IAQDW,Kemp River,und,Undetermined,,River,Water Feature,RIV,0c89cb4d849c20c343e870c1b2b50f2c,57.7463889,-117.5772222,101-22-W5,Alberta,1000000,1944-10-27,AB-Ministry of Culture and Status of Women
IAESO,Kenee Island,und,Undetermined,,Island,Terrain Feature,ISL,0c846371849c20c35b5ed5ba3cefe96b,56.4958333,-110.4491667,86-3-W4,Alberta,250000,1955-02-02,AB-Ministry of Culture and Status of Women
IAQDY,Kenilworth Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89cbd2849c20c314cc5f4b0b8bf09f,53.3311111,-110.5216667,50-4-W4,Alberta,1000000,1940-05-21,AB-Ministry of Culture and Status of Women
IAQEA,Kennedy Coulee,und,Undetermined,,Coulee,Terrain Feature,VALL,0cffdaab849c20c389d219e0a0c9b1cf,49.0000000,-110.7136111,"2,3-1-6-W4",Alberta,250000,1974-07-10,AB-Ministry of Culture and Status of Women
IAESP,Kennedy Creek,und,Undetermined,,Creek,Water Feature,RIV,0c8463f5849c20c37b054ef244673e59,54.0938889,-112.9936111,59-20-W4,Alberta,250000,1945-12-08,AB-Ministry of Culture and Status of Women
IAQEB,Kennedy Creek,und,Undetermined,,Creek,Water Feature,RIV,0c89cc54849c20c3696108adadbbb1e5,49.0000000,-110.7141667,1-6-W4,Alberta,250000,1947-03-13,AB-Ministry of Culture and Status of Women
IAESQ,Kennedy Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c8463b3849c20c3f08b022162c580a2,59.4455555,-113.2697222,"120-19,20-W4",Alberta,250000,1944-07-12,AB-Ministry of Culture and Status of Women
IARCP,Kennedy's Coulee,und,Undetermined,,Coulee,Terrain Feature,VALL,0cffebfd849c20c3ef38ef355be3269e,50.9512220,-110.2193890,29-23-2-W4,Alberta,250000,1986-03-06,AB-Ministry of Culture and Status of Women
IAAEJ,Kenning Slough,und,Undetermined,,Slough,Water Feature,LAKE,0c82971d849c20c3a690fac1d33b2ab6,52.1272222,-113.9338889,36-28-W4,Alberta,250000,1937-06-01,AB-Ministry of Culture and Status of Women
IAQEC,Kenny Creek,und,Undetermined,,Creek,Water Feature,RIV,0c89cc12849c20c3a898ce5693498dfd,54.3822223,-119.3116667,62-9-W6,Alberta,250000,1955-05-10,AB-Ministry of Culture and Status of Women
IAESR,Kenny Woods,und,Undetermined,,Locality,Populated Place,UNP,0c846438849c20c3fc873141f6f0b788,58.1102778,-111.3738889,14-105-9-W4,Alberta,50000,1954-06-03,AB-Ministry of Culture and Status of Women
IAQEF,Kent Creek,und,Undetermined,,Creek,Water Feature,RIV,0c89ccd8849c20c33b6889070c689580,50.6936111,-115.1363889,14-20-9-W5,Alberta,50000,1977-09-22,AB-Ministry of Culture and Status of Women
IAQEI,Kenzie,und,Undetermined,,Locality,Populated Place,UNP,0cffdaec849c20c3bd879bf1a72684a9,55.5202778,-116.7558333,29-75-18-W5,Alberta,250000,1947-09-04,AB-Ministry of Culture and Status of Women
IAQEJ,Keoma,und,Undetermined,,Locality,Populated Place,UNP,0c89cd5c849c20c37e61d0d435d76fe1,51.2169445,-113.6486111,13-26-27-W4,Alberta,250000,1955-01-20,AB-Ministry of Culture and Status of Women
IAQEL,Kephala Creek,und,Undetermined,,Creek,Water Feature,RIV,0c89cddf849c20c372e083bd6750632a,53.2991667,-118.0533333,50-1-W6,Alberta,250000,1956-08-02,AB-Ministry of Culture and Status of Women
IAQEO,Keppler Creek,und,Undetermined,,Creek,Water Feature,RIV,0c89ce21849c20c378dd01e5e6964a38,57.1950000,-117.0969444,35-94-20-W5,Alberta,250000,1970-06-22,AB-Ministry of Culture and Status of Women
IAEST,Kerensky,und,Undetermined,,Locality,Populated Place,UNP,0c846478849c20c3ddd043c412665581,54.0155556,-113.1452778,13-58-22-W4,Alberta,250000,1945-12-08,AB-Ministry of Culture and Status of Women
IAQER,Kerfoot Creek,und,Undetermined,,Creek,Water Feature,RIV,0cffdb70849c20c3b16025101f5ac8f2,51.2958333,-114.6083333,11-27-5-W5,Alberta,50000,1973-06-21,AB-Ministry of Culture and Status of Women
IASTY,Kern's Lake,und,Undetermined,,Lake,Water Feature,LAKE,0cae1152849c20c34dc79dd940518291,53.3125000,-111.0747222,14-50-8-W4,Alberta,250000,1992-01-22,AB-Ministry of Culture and Status of Women
IAESV,Kerr Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c8464fd849c20c38a5817cfbb8f7000,54.5211111,-112.0569444,64-14-W4,Alberta,250000,1945-12-08,AB-Ministry of Culture and Status of Women
IAJDN,Kersey,und,Undetermined,,Locality,Populated Place,UNP,0c867fec849c20c3fdda4f3f40ef9e7f,51.4005556,-113.8222222,13-28-28-W4,Alberta,250000,1928-12-31,AB-Ministry of Culture and Status of Women
IAQEY,Kesler Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89cea4849c20c3b1ad70f2fddfdb3e,49.1836111,-113.9375000,2-3-30-W4,Alberta,50000,1943-05-19,AB-Ministry of Culture and Status of Women
IAQFB,Ketchum Creek,und,Undetermined,,Creek,Water Feature,RIV,0c89cf26849c20c30b6e94f3a7ec4233,49.3133334,-110.8936111,4-7-W4,Alberta,250000,1947-03-13,AB-Ministry of Culture and Status of Women
IAESW,Ketchum Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c8464bb849c20c35ff44021c1eca6e5,56.1069444,-118.3236111,13-82-3-W6,Alberta,250000,1949-04-07,AB-Ministry of Culture and Status of Women
IAQFC,Kettle Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89cee6849c20c30e1074bd6245de5c,53.6200000,-114.0619444,34-53-1-W5,Alberta,250000,1950-04-06,AB-Ministry of Culture and Status of Women
IAESX,Kettle River,und,Undetermined,,River,Water Feature,RIV,0c84653e849c20c3c3b5db4de8627468,55.9583334,-110.7283333,80-5-W4,Alberta,250000,1945-07-28,AB-Ministry of Culture and Status of Women
IARCQ,Kettles Creek,und,Undetermined,,Creek,Water Feature,RIV,0c8a00a3849c20c3f84161c8f20f4f3c,49.4980556,-113.9252778,25-6-30-W4,Alberta,250000,1986-03-06,AB-Ministry of Culture and Status of Women
IAQFE,Kevisville,und,Undetermined,,Locality,Populated Place,UNP,0c89cf68849c20c3474b5bb018d2bd43,52.0280555,-114.4316667,25-35-4-W5,Alberta,250000,1950-03-18,AB-Ministry of Culture and Status of Women
IAQFG,Kew Ridge,und,Undetermined,,Ridge,Terrain Feature,MTN,0c89cfaa849c20c3b828499fbac77f25,50.6852777,-114.3550000,20-3-W5,Alberta,50000,1943-12-08,AB-Ministry of Culture and Status of Women
IAQFH,Keystone,und,Undetermined,,Locality,Populated Place,UNP,0c89d06e849c20c3df5b39dd1de9a51b,53.1511111,-114.4388889,19-48-3-W5,Alberta,250000,1950-07-06,AB-Ministry of Culture and Status of Women
IAQFI,Keystone Hills,und,Undetermined,,Hills,Terrain Feature,MTN,0c89d02d849c20c385229663f0ce979f,51.3666667,-114.8000000,"27,28-6-W5",Alberta,250000,1932-01-05,AB-Ministry of Culture and Status of Women
IASSE,Khahago Creek,und,Undetermined,,Creek,Water Feature,RIV,0cae04b5849c20c37408518391518632,57.2833333,-111.3138889,36-95-9-W4,Alberta,50000,1991-09-23,AB-Ministry of Culture and Status of Women
IAQFJ,Kia Nea Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89d0af849c20c3949d8b1b2f054368,53.2705556,-117.7780556,49-26-W5,Alberta,50000,1956-08-02,AB-Ministry of Culture and Status of Women
IAQFK,Kicking Horse Pass,und,Undetermined,,Pass,Terrain Feature,VALL,77b33b54ba3411d892e2080020a0f4c9,51.4533333,-116.2855556,29-17-W5,Alberta,1000000,1952-04-03,AB-Ministry of Culture and Status of Women
IATZV,Kicking Horse Pass National Historic Site of Canada,und,Undetermined,,National Historic Site,Administrative Area,PARK,5cea03d8ba3611d892e2080020a0f4c9,51.4527780,-116.2847200,,Alberta,1000000,2001-01-12,Parks Canada
IABDI,Kidd Creek,und,Undetermined,,Creek,Water Feature,RIV,0c82b42d849c20c39b8e5e792c732df9,52.3355555,-116.2702778,39-16-W5,Alberta,250000,1933-02-15,AB-Ministry of Culture and Status of Women
IAETA,Kidney Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c846580849c20c312a0e78d577a4e66,56.7816667,-114.5261111,90-4-W5,Alberta,250000,1944-10-12,AB-Ministry of Culture and Status of Women
IAETB,Kidney Pond,und,Undetermined,,Pond,Water Feature,LAKE,0c8465c2849c20c3d2d959d53fd6eaf4,58.4375000,-117.8458333,109-23-W5,Alberta,250000,1964-07-06,AB-Ministry of Culture and Status of Women
IABDK,Kikino,crk,"nēhiyawēwin, Plains Cree",,Hamlet,Populated Place,UNP,0c82b4b3849c20c3761e49731d48e96e,54.4441667,-112.0938889,18-63-14-W4,Alberta,1000000,1945-12-08,AB-Ministry of Culture and Status of Women
IATIZ,Kikino Metis Settlement,crk,"nēhiyawēwin, Plains Cree",,Metis Settlement,Populated Place,UNP,f7ad39bcd05211d892e2080020a0f4c9,54.4000000,-112.1500000,,Alberta,50000,1990-07-05,AB-Ministry of Culture and Status of Women
IABDL,Kilini Creek,und,Undetermined,,Creek,Water Feature,RIV,0c82b538849c20c3ad97cd60e0ed9e5d,53.7088889,-114.1094444,32-54-1-W5,Alberta,250000,1950-04-06,AB-Ministry of Culture and Status of Women
IABDM,Killam,und,Undetermined,,Town,Populated Place,TOWN,68884cedd05511d892e2080020a0f4c9,52.7897223,-111.8552778,17-44-13-W4,Alberta,1000000,1995-01-01,AB-Ministry of Culture and Status of Women
IABDQ,Killarney Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c82b57a849c20c33e9eb2583d4d81de,52.5852778,-110.0958333,"41,42-1-W4",Alberta,1000000,1951-04-05,AB-Ministry of Culture and Status of Women
IABDP,Killarney Lake,und,Undetermined,,Locality,Populated Place,UNP,0cff6e8f849c20c36784a1d4184eeb3d,52.5766667,-110.0744444,34-41-1-W4,Alberta,250000,1951-04-05,AB-Ministry of Culture and Status of Women
IAETD,Kilome Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c846604849c20c32436ad8ac47a059e,59.9180556,-114.1697222,"125,126-1,2-W5",Alberta,250000,1964-04-20,AB-Ministry of Culture and Status of Women
IABDR,Kilpatrick Creek,und,Undetermined,,Creek,Water Feature,RIV,0c82b5bd849c20c30c3a475ec7eb446a,59.1008333,-112.9797222,116-18-W4,Alberta,250000,1950-11-02,AB-Ministry of Culture and Status of Women
IABDT,Kilsyth,und,Undetermined,,Locality,Populated Place,UNP,0c82b644849c20c3f24c8c660ac42486,54.5916667,-114.1541667,1-65-2-W5,Alberta,50000,1945-12-08,AB-Ministry of Culture and Status of Women
IABDU,Kilsyth Creek,und,Undetermined,,Creek,Water Feature,RIV,0c82b5ff849c20c39046d129014334ee,54.6386111,-114.1775000,24-65-2-W5,Alberta,250000,1953-05-07,AB-Ministry of Culture and Status of Women
IABDV,Kilsyth Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c82b6ca849c20c32506258cf2c34135,54.6077778,-114.1230556,65-1-W5,Alberta,250000,1960-01-21,AB-Ministry of Culture and Status of Women
IAJDP,Kimball,und,Undetermined,,Locality,Populated Place,UNP,0cffb4b7849c20c329bf7463c2a06220,49.0752778,-113.2036111,31-1-24-W4,Alberta,250000,1954-07-08,AB-Ministry of Culture and Status of Women
IABDW,Kimiwan Lake,crk,"nēhiyawēwin, Plains Cree",,Lake,Water Feature,LAKE,0c82b688849c20c30dd77e64043f2ecc,55.7550000,-116.9169444,78-19-W5,Alberta,1000000,1947-09-04,AB-Ministry of Culture and Status of Women
IASUK,Kimowin Lake,cwd,"nīhithawīwin, Woodland Cree",,Lake,Water Feature,LAKE,0cae13b4849c20c34305573c0bd09c36,56.1997222,-110.1000000,21-83-1-W4,Alberta,50000,1991-10-17,AB-Ministry of Culture and Status of Women
IAETF,Kimowin River,cre,Cree,,River,Water Feature,RIV,5cc2427bba3411d892e2080020a0f4c9,56.2097222,-110.0000000,83-1-W4,Alberta,1000000,1967-12-29,AB-Ministry of Culture and Status of Women
IAQTC,Kimura Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c89f615849c20c3448f294882d9e127,53.9533333,-113.2388889,29-57-22-W4,Alberta,250000,1984-09-12,AB-Ministry of Culture and Status of Women
IABDX,Kinbrook Island,und,Undetermined,,Island,Terrain Feature,ISL,0c82b714849c20c330b8dee7d0481f62,50.4491667,-111.9102778,17-14-W4,Alberta,250000,1959-12-10,AB-Ministry of Culture and Status of Women
IAETG,Kinbrook Island Provincial Park,und,Undetermined,,Provincial Park,Administrative Area,PARK,0c846647849c20c3b789d9e14098d666,50.4344440,-111.9416670,18-14-W4,Alberta,1000000,1971-12-31,AB-Ministry of Culture and Status of Women
IABDZ,King Bolt Creek,und,Undetermined,,Creek,Water Feature,RIV,0c82b798849c20c3c98d230472583c50,50.0311111,-114.0569444,12-1-W5,Alberta,50000,1941-11-25,AB-Ministry of Culture and Status of Women
IABEA,King Creek,und,Undetermined,,Creek,Water Feature,RIV,0c82b756849c20c3ea218ebff2558966,50.7161111,-115.1258333,20-9-W5,Alberta,50000,1957-05-02,AB-Ministry of Culture and Status of Women
IABEB,King Creek Ridge,und,Undetermined,,Ridge,Terrain Feature,MTN,0c82b7dd849c20c374d741a01f899ba0,50.7377778,-115.1050000,5-31-20-8-W5,Alberta,50000,1978-09-08,AB-Ministry of Culture and Status of Women
IATEF,King Edward Glacier,und,Undetermined,,Glacier,Ice and Snow Feature,GLAC,992ddd46c6cb11d892e2080020a0f4c9,52.1650000,-117.5133333,,Alberta,50000,1995-09-06,AB-Ministry of Culture and Status of Women
IABEE,King Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c82b81f849c20c348af34a0dec772fa,54.5608333,-114.1930556,64-2-W5,Alberta,250000,1953-05-07,AB-Ministry of Culture and Status of Women
IABED,Kingfisher Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c82b863849c20c3a4e7bc55a691b37e,51.4105555,-116.1613889,32-28-16-W5,Alberta,50000,1965-09-16,AB-Ministry of Culture and Status of Women
IABEF,Kingman,und,Undetermined,,Hamlet,Populated Place,UNP,0c82b8a7849c20c33bdfb6885b10e5b6,53.2133333,-112.7494444,8-49-19-W4,Alberta,250000,1950-05-02,AB-Ministry of Culture and Status of Women
IAETJ,Kinikinik,crk,"nēhiyawēwin, Plains Cree",,Locality,Populated Place,UNP,0c84668a849c20c386bfa030195bc998,54.5888889,-113.0108333,5-65-21-W4,Alberta,250000,1954-06-03,AB-Ministry of Culture and Status of Women
IABEH,Kinikinik Lake,crk,"nēhiyawēwin, Plains Cree",,Lake,Water Feature,LAKE,0c82b92c849c20c394f7f08eeafc08cf,54.5800000,-113.0183333,64-20-W4,Alberta,250000,1952-08-14,AB-Ministry of Culture and Status of Women
IABEI,Kininvie,und,Undetermined,,Railway Point,Populated Place,UNP,0c82b8e9849c20c32e8657610645ac01,50.3747222,-111.4822222,29-16-11-W4,Alberta,50000,1941-12-07,AB-Ministry of Culture and Status of Women
IABEJ,Kinky Lake,und,Undetermined,,Lake,Water Feature,LAKE,0c82b96e849c20c386f08a8dfb40255e,53.2808333,-117.7822222,50-26-W5,Alberta,250000,1956-08-02,AB-Ministry of Culture and Status of Women
